Id,modularity_class,user_id,user_name,Organization,Catergory_1,Catergory_2,Position,Gender,Race,Past Bio Details,user_description,White Hse?,Correspondent?,Video?,user_urls,Newsroom_1,Newsroom_2,shared past,TV contract?,Radio?,user_statuses_count,user_followers_count,user_friends_count,user_favourites_count,user_listed_count,user_verified,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,closnesscentrality,betweenesscentrality,clustering,eigencentrality,Authority,Hub,Notes
dougmckelway,2,251105718,Doug McKelway,Fox News,Television Network News and Public Affairs,Radio_and_Television,,M,white,0,Reporter for Fox News based in Washington D.C. Retweets are NOT endorsements.,FALSE,FALSE,FALSE, ,Fox, ,N,Y, ,2667,3393,988,312,102,FALSE,5,15,20,6,27,33,0.303373,60.083784,0.251634,0.004467,0.000958,0.005837,0
JaredHalpern,2,18611256,Jared Halpern,Fox News Radio,Television Network News and Public Affairs,Radio_and_Television,National Correspondent,M,White,-,"Dad, D.C.-based broadcaster & podcaster at @foxnewsradio, distance runner, weekend duffer, beer snob",FALSE,FALSE,FALSE,https://radio.foxnews.com/podcast/from-washington/,Fox, , , , ,26918,3281,1136,8,180,TRUE,5,15,20,5,35,40,0.313342,1223.601191,0.145833,0.007709,0.000795,0.00588,-
KathHL,2,104647040,Kathryn Lyons,Famous DC,-,Radio_and_Television,,F,White,"Researcher, TODAY Show NBC",Managing Editor @famousdc | Spokeswoman for @realjoltcola | FSU Seminole | Send me electronic mail: kathryn@famousdc.com,FALSE,FALSE,FALSE,http://www.famousdc.com,Famous DC, ,N,N, ,1623,3240,1109,1417,32,FALSE,4,3,7,4,4,8,0.285411,36.230719,0.2,0.002427,0.000367,0.001437,"Senate list says ""NBC News."""
cjf39,2,606626730,Conor Finnegan,ABC News,Television Network News and Public Affairs,Radio_and_Television,State Department Digital Reporter,M,White,-,@ABC News State Dept digital journalist. Hoya. New Yorker. Outrage is easy; nuance is hard. conor.j.finnegan@abc.com,FALSE,FALSE,FALSE,http://abcnews.go.com/,ABC, ,N,Y, ,10630,3198,2463,779,110,TRUE,45,77,122,76,134,210,0.378115,11427.52144,0.15506,0.127889,0.022623,0.042563,-
JohnJessupCBN,2,183212100,John Jessup,CBN News,-,Radio_and_Television,News Anchor,M,Black,-,"News Anchor for CBN News (Tweets, RT's and follows ‚â† endorsements)",FALSE,FALSE,FALSE,http://www.facebook.com/JohnJessupCBN,CBN, ,N,Y, ,2537,3025,729,752,29,FALSE,3,3,6,9,6,15,0.239731,0.333333,0.833333,0.00114,0.000108,0.000004,Lists Facebook profile
JasonCalvi,2,30977516,Jason Calvi,EWTN,-,Radio_and_Television,Capitol Hill Correspondent,M,White,0,@EWTN's @EWTNNewsNightly Capitol Hill Correspondent. Husband. Father of 3. Watch weeknights at 6&9PM ET; @SIRIUSXM 130 & EWTN Radio @ 9ET Tips? jcalvi@ewtn.com,FALSE,TRUE,FALSE,http://ewtn.com/newsnightly,EWTN,SiriusX,N,Y,radio,4980,2916,587,257,85,FALSE,8,8,16,76,82,158,0.299519,10610.87998,0.319444,0.006116,0.001325,0.001362,Link to main website on bio: http://www.ewtn.com/tv/live/ewtnnewsnightly.asp
NickKalmanFN,2,486900479,Nick Kalman,Playboy,-,Radio_and_Television,Politics Producer,M,White,"""Former 2012 campaign embed.""","FAU alum, Navy veteran, @Playboy photographer. Former 2012 campaign embed & current @FoxNews politics producer. RTs are just that.",FALSE,FALSE,FALSE,http://www.instagram.com/nickkalmanfn,Playboy,Fox,N,Y, ,4391,2816,858,274,119,TRUE,2,0,2,4,0,4,0,0,0,0.004015,0.001016,0,Lists instagram.
ztkiesch,2,381521345,Zachary T. Kiesch,ABC News,Television Network News and Public Affairs,Radio_and_Television,,M,Black,"""Past: @nbcwashington""",ABC News Correspondent,FALSE,TRUE,FALSE, ,ABC, ,N,Y, ,1840,2730,363,331,56,FALSE,2,1,3,3,1,4,0.245222,14.912562,0.333333,0.004821,0.000431,0.000113,"Senate list says ""WRC–TV / NBC–4"""
erindooley,2,238252964,Erin Dooley,ABC News,Television Network News and Public Affairs,Radio_and_Television,Reporter,F,White,-,"Reporter for @ABC News, at least until 'professional beach lounger' is a thing. Tips to erin.dooley@abc.com. RT‚â†E... but you knew that.",FALSE,FALSE,FALSE,http://abcn.ws/1A6V2Ro,ABC, ,N,Y, ,1855,2689,3063,470,85,TRUE,10,9,19,18,22,40,0.284248,5319.752731,0.3375,0.015385,0.001689,0.001348,-
DiazChron,2,80890381,Kevin Diaz,Houston Chronicle,Newspapers,Senate_Press_Galleries,,M,Hispanic,-,Washington guy for the Houston Chronicle. http://t.co/GBRVhZ4eXq                                                  Also available to play fiddle.,FALSE,FALSE,FALSE, ,Houston Chronicle, ,N,N, ,4226,2515,335,15,171,TRUE,6,13,19,28,28,56,0.322075,1103.374445,0.2625,0.014028,0.002484,0.012065,-
caphilltrish,2,22978395,Trish Turner,CBS News,Television Network News and Public Affairs,Radio_and_Television,"Former Senior Producer, CBS This Morning",F,White,"@CNN AC360. Covered Senate for Fox, WH. CNN","ABC News Investigative Reporter/Producer, Fmr CBS This Morning senior; Covered Senate for Fox for 7yrs, WH for 2 1/2. CNN for 10yrs before. Food, vino, yoga üôè",FALSE,FALSE,FALSE, ,ABC, ,N,Y, ,1148,2489,2755,95,118,FALSE,13,11,24,23,37,60,0.287622,637.304864,0.195906,0.023965,0.003118,0.002371,"No longer at CBS, though her bio still says so. Know from personal knowledge. - S"
obrienc2,2,182627613,Cortney O'Brien,Townhall,Digital,Senate_Periodical_Galleries,,F,White,-,"Pro-life, New Yorker, Managing News Editor at https://t.co/8ysl24k96V, tennis player, diehard I Love Lucy fan. Proverbs 3:5-6",FALSE,FALSE,FALSE, ,Townhall.com, ,N,N, ,36455,2410,1434,4897,103,TRUE,5,17,22,44,56,100,0.327823,2669.928332,0.205882,0.001588,0.000534,0.008694,-
theabstoddard,2,4902064493,A B Stoddard,RealClearPolitics,-,Senate_Periodical_Galleries,,F,White,-,0,FALSE,FALSE,FALSE, ,NAN, , , , ,104,2390,19,51,29,FALSE,4,5,9,4,6,10,0.277999,162.736248,0.267857,0.004436,0.001196,0.000846,"Senate list says ""The Hill."""
BDOH,2,15821824,Brian Doherty,Fox News,Television Network News and Public Affairs,Radio_and_Television,,M,White,"""Priors: #RushLimbaugh, #JudicialWatch, #chrismatthews #Grit #MegynKelly""","@Foxnews Coordinating Producer, Fox News@Night w/ @ShannonBream (tweets are mine) Priors: #RushLimbaugh, #JudicialWatch, #Grit #DanaPerino Kale is a garnish.",FALSE,FALSE,FALSE, ,Fox, ,N,Y, ,31694,2334,1937,7648,85,FALSE,8,65,73,31,283,314,0.36091,2526.585322,0.174582,0.011237,0.002318,0.030836,-
AdamATCBS,2,20196398,Adam Aigner-Treworgy,CBS News,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,CBS News Producer for @CBSThisMorning,FALSE,FALSE,FALSE,http://www.cbsnews.com/cbs-this-morning/,CBS, , , , ,3722,2282,836,214,117,TRUE,2,3,5,2,4,6,0.275802,26.410455,0.1,0.005571,0.000758,0.001095,-
carolynlochhead,2,138510294,Carolyn Lochhead,San Francisco Chronicle,Newspapers,Senate_Press_Galleries,Washington Correspondent,F,White,-,Living the Anthropocene at Washington bureau San Francisco Chronicle. proud UC Berkeley grad & apostate to the religion of utilitarian economics.,FALSE,FALSE,FALSE,http://sfchronicle.com,San Francisco Chronicle, ,N,N, ,5735,2118,936,2265,108,TRUE,4,12,16,13,27,40,0.324953,109.563974,0.301282,0.002096,0.000447,0.009726,-
melaniebuck,2,30223587,Melanie Buck Parks,CNN,Television Network News and Public Affairs,Radio_and_Television,,F,White,-,"Executive Producer, CNN's State of the Union with Jake Tapper. Shepherd Park resident. Connecticut born & raised. @BostonCollege alum.",FALSE,FALSE,FALSE,http://www.cnn.com/shows/state-of-the-union,CNN, ,N,Y, ,1371,2071,1019,304,59,FALSE,0,1,1,0,1,1,0.25882,0,0,0,0,0.001212,-
PaulStrandCBN,2,630808206,Paul Strand,CBN News,-,Radio_and_Television,,M,White,-,Senior Washington correspondent for CBN News,FALSE,TRUE,FALSE, ,CBN, ,N,Y, ,782,2059,569,7,24,FALSE,2,0,2,2,0,2,0,0,0,0.00037,0.000013,0,-
MolaReports,2,825763346,Mola Lenghi,CBS News,Television Network News and Public Affairs,Radio_and_Television,,M,-,-,CBS News | CBS Newspath,FALSE,FALSE,FALSE, ,CBS, , , , ,3948,2001,2051,1705,85,TRUE,0,1,1,0,1,1,0.2478,0,0,0,0,0.000295,-
jkeene1957,2,70814224,Jeffrey Keene,ABC 7,Local TV Stations,Radio_and_Television,Investigative Producer,M,White,-,ABC 7 Investigative Producer. All opinions are strictly my own.,FALSE,FALSE,FALSE, ,ABC-L, ,N,Y, ,3322,1943,1921,200,12,FALSE,1,15,16,2,125,127,0.323933,0,0.285714,0.000172,0,0.009002,"Senate list says ""WUSA–TV."""
matthadro,2,113039126,Matthew Hadro,Crux: Catholic News Agency,-,Radio_and_Television,,M,White,0,"Dangerously phlegmatic. Sufferer of incurable FOMO. Husband to @catszeltner. Fan of Bills, Nats.",FALSE,FALSE,FALSE, ,Press Secretary in House, ,N,N, ,7863,1922,537,1605,62,FALSE,2,3,5,3,7,10,0.253155,0,0.833333,0.000399,0,0.000015,Listed on Senate as EWTN
steve_dorsey,2,22856985,Steve Dorsey,CBS News,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,"@cbsnews Correspondent, @cbsnewsradio Executive Editor",FALSE,TRUE,FALSE,http://www.cbsnews.com/news/steve-dorsey/,CBS, , , , ,10713,1863,1715,1746,103,TRUE,13,17,30,22,44,66,0.321896,4404.646929,0.15942,0.023147,0.004035,0.008735,-
J_Policastro,2,49187334,JacquelinePolicastro,Gray Television,-,Radio_and_Television,,F,White,-,Washington Bureau Chief for Gray Television. We cover Congress and The White House for Gray owned TV Stations across the country.,TRUE,FALSE,FALSE,http://www.facebook.com/#!/jacqueline.policastro.8,Gray Television, ,N,N, ,4376,1813,855,91,94,TRUE,1,0,1,1,0,1,0,0,0,0.003494,0.000344,0,-
AmlingAM,2,42930296,Alicia Amling,CBS News,Television Network News and Public Affairs,Radio_and_Television,Congressional Producer,F,White,-,Washington and Lee j-school alum on the White House & special events beat for @cbsnews & notorious squeaky wheel consumer,TRUE,FALSE,FALSE, ,CBS, , , , ,5710,1783,1491,197,73,TRUE,1,3,4,2,4,6,0.295863,0.389569,0.333333,0.002712,0.000379,0.002928,-
niagarasquare,2,11371612,Brian Hartman,ABC News,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,Reporting and producing for ABC News.,FALSE,FALSE,FALSE,http://www.abcnews.com,ABC, ,N,Y, ,4876,1766,466,1626,95,FALSE,1,5,6,1,6,7,0.278043,202.83086,0.066667,0.000317,0.000004,0.000959,-
AshleyKoerber,2,280744987,Ashley Koerber,Fox News,Television Network News and Public Affairs,Radio_and_Television,Booking & Panel Producer,F,White,-,Booker for @SpecialReport @FoxNews. UMD alum. Penn State & DC sports enthusiast. Politics nerd. Country music fan. Wannabe baker. Dog lover. Dress collector.,FALSE,FALSE,FALSE, ,Fox, ,N,Y, ,12207,1710,1130,1256,53,FALSE,0,9,9,0,14,14,0.292189,0,0.416667,0,0,0.00279,-
MarshallGenzer,2,285203010,Nancy MarshallGenzer,Marketplace Radio,-,Radio_and_Television,Reporter,F,White,-,"Washington reporter for @marketplace.  I chase stories at work, chase my 8-year-old twin boys at home.  Tend veggie garden in between. DM me for signal number.",FALSE,FALSE,FALSE, ,Marketplace, ,N,N, ,7354,1614,611,10,79,FALSE,2,13,15,2,15,17,0.329556,42.297562,0.141026,0.002746,0.001526,0.008392,-
LesaJansenFNC,2,23387224,Lesa Jansen,Fox News,Television Network News and Public Affairs,Radio_and_Television,,F,White,-,FOX News White House Producer,TRUE,FALSE,FALSE, ,Fox, ,N,Y, ,693,1596,587,70,110,FALSE,0,1,1,0,1,1,0.25882,0,0,0,0,0.001212,-
BillStarks,2,23770932,Bill Starks,WUSA–TV,Local TV Stations,Radio_and_Television,News Assignment Manager,M,White,"""Formerly at NBC4.""","Journalist, Communicator, News Manager, Storyteller. CBS News DC Formerly @WUSA, Formerly @NBC4. UMD Terp. DC Area Native. Other interests: all things musical.",FALSE,FALSE,FALSE,http://wusa9.com,CBS, , , , ,7435,1574,1003,252,77,FALSE,0,9,9,0,14,14,0.291,0,0.152778,0,0,0.003054,-
CostantiniWW1,2,114015870,Bob Costantini,Westwood One,-,Radio_and_Television,Washington Correspondent,M,White,-,Washington Correspondent for Westwood One News Radio.,FALSE,TRUE,FALSE,http://WestwoodOne.com,Westwood One News Radio, , , ,Radio,21212,1498,76,8,107,FALSE,1,1,2,1,1,2,0.208085,27.122866,0,0.008548,0.00017,0.000079,-
JillianBHughes,2,50303740,Jillian Hughes,CBS News,Television Network News and Public Affairs,Radio_and_Television,White House Producer,F,White,-,Producer for @FaceTheNation. On the go with @margbrennan. Vandy grad. Go 'Dores.,FALSE,FALSE,FALSE,http://www.cbsnews.com/,CBS, , , , ,1099,1437,830,108,80,TRUE,4,4,8,7,8,15,0.279961,29.749907,0.433333,0.013433,0.001608,0.001663,-
SarahBakerNBC,2,448295627,SarahBakerNBC,NBC News,Television Network News and Public Affairs,Radio_and_Television,Coordinating Political Producer & Booker,F,White,"""former ABC and CNN news nut.""",NBC political producer former ABC and CNN news nut,FALSE,FALSE,FALSE, ,NBC,ABC, , , ,477,1422,1406,52,73,FALSE,0,1,1,0,1,1,1,0,0,0,0,0.001232,-
ShanicaJohnson,2,47598412,Shanica Johnson,CBS News,Television Network News and Public Affairs,Radio_and_Television,"Producer, CBS Newspath",F,Black,-,@CBSNews Producer. Atlanta Falcons Fan. I want the ball every play.,FALSE,FALSE,FALSE,http://www.cbsnews.com,CBS, , , , ,35766,1420,1103,2337,44,TRUE,3,25,28,3,29,32,0.333142,652.69269,0.243333,0.003194,0.001454,0.016101,-
Schineman,2,54745529,Eric Scheiner,MRCTV,-,Radio_and_Television,"Anchor, Reporter, Video Producer, & Director ",M,White,-,"Anchor/Reporter/Video Producer/Director  MRCTV, Drummer/Gatherer of the Obscure",FALSE,FALSE,TRUE, ,MRCTV, ,N,Y, ,1307,1333,2078,127,34,FALSE,1,1,2,1,2,3,0.239929,0,0,0.000201,0.000091,0.000005,"Senate list says ""CNSNews.com."""
Ellen_weiss,2,56776309,Ellen Weiss,Scripps News,-,Radio_and_Television,,F,WHite ,-,"VP & Bureau Chief Scripps News, runner, tennis player, hiker. Smith grad, Scarsdale High School, mom of two.",FALSE,FALSE,FALSE,http://shns.com/public-home,Scripps, , , , ,1985,1329,991,278,70,FALSE,0,1,1,0,1,1,0.244298,0,0,0,0,0.00017,0
alisawiersema,2,175642863,Alisa Wiersema,ABC News,Television Network News and Public Affairs,Radio_and_Television,,F,White,-,"Producer, @ABC Pennsylvania Avenue Unit | all things @GMA politics | Moods: https://t.co/cEMb8y8vEv & https://t.co/GZmQSlt73d RT&Likes ‚â† ‚ù§Ô∏è alisa.wiersema@abc.com",FALSE,FALSE,FALSE,http://abcnews.go.com,ABC, ,N,Y, ,4975,1323,1967,597,49,TRUE,4,6,10,6,11,17,0.282271,3.984014,0.714286,0.008881,0.000987,0.00175,-
JuddBerger,2,1973358372,Judson Berger,Fox News,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,"Senior Politics Editor, https://t.co/hxI7atNdsh; Musician; Traveler; Lover of Whiskey and Rare Vinyl (views expressed are my own/RTs not endorsements)",FALSE,FALSE,FALSE,http://www.foxnews.com,Fox, ,N,U, ,718,1286,268,79,28,TRUE,2,3,5,2,5,7,0.266738,1.523492,0.333333,0.001979,0.000193,0.000723,-
jason_donner,2,783887263,Jason Donner,Fox News,Television Network News and Public Affairs,Radio_and_Television,,M,White,"""Former 2016 presidential campaign embed.""",@FoxNews Capitol Hill Producer | 2016 presidential campaign embed | @USC & @uscannenberg alum | From Los Angeles | #FightOn | #LetsGoDucks | #Dodgers | #COYS,FALSE,FALSE,FALSE, ,Fox, ,N,Y, ,3857,1229,948,423,66,TRUE,12,16,28,39,65,104,0.312892,208.103791,0.245059,0.026059,0.00407,0.009778,-
ashleyalderman,2,28031398,Ashley Alderman,Fox News,Television Network News and Public Affairs,Radio_and_Television,,F,White,-,Recently escaped the DC grind. TCU Horned Frog. Houston Astros. Brown-eyed girl. I make TV magic. Opinions are my own. Got tips? Send ‚Äòem my way.,FALSE,FALSE,FALSE,http://www.linkedin.com/in/ashleyalderman,ABC, ,N,Y, ,22196,1183,929,7805,57,FALSE,3,12,15,11,20,31,0.291368,16.395291,0.409091,0.000846,0.00044,0.001752,-
TOMFOTY,2,18943233,TOM FOTY,CBS News,Television Network News and Public Affairs,Radio_and_Television,"Correspondent & Anchor, CBS Radio",M,White,-,Broadcast Newsie @CBSNewsRadio,FALSE,FALSE,FALSE, ,CBS-Radio, ,N,N,Radio,1554,1133,2178,189,32,FALSE,1,2,3,1,2,3,0.308141,2.390223,0,0.000496,0.001589,0.0001,-
reynoldscat,2,16529160,Catherine Reynolds,CBS News,Television Network News and Public Affairs,Radio_and_Television,Capitol Hill Producer,F,White,-,"@FaceTheNation senior producer. Raised on cornbread, muddy rivers & college football. #ALLIN for Clemson! üêæ",FALSE,FALSE,FALSE, ,CBS, , , , ,566,1076,1370,2767,38,FALSE,8,8,16,16,14,30,0.301955,327.576152,0.258242,0.017847,0.003539,0.003638,-
ChapmanCNSNews,2,158200959,Michael W. Chapman,CNSNews.com,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,"Managing Editor of https://t.co/LdDAb3AJ1X. Father, book nerd, flamenco guitar, T.S. Eliot. The hands find a way to do what the heart wants to say--Paco de Lucia",FALSE,FALSE,FALSE,http://www.cnsnews.com,CNS, ,N,N, ,18198,1066,506,364,36,FALSE,1,1,2,7,1,8,0.258864,0,0.5,0.000323,0.000683,0.001212,-
CBSguy,2,59822164,Martin Finn,CBS News,Television Network News and Public Affairs,Radio_and_Television,"Producer, CBS This Morning",M,White,-,@CBSThisMorning producer,FALSE,FALSE,FALSE,http://www.cbsnews.com/cbs-this-morning/,CBS, , , , ,766,1051,1050,176,40,FALSE,0,1,1,0,1,1,1,0,0,0,0,0.000016,"In New York, not D.C. Senate list says ""Fox News."""
GeorgeDSanchez,2,14247783,GeorgeDSanchez,ABC News,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,ABC News Senior Assignment Manager,FALSE,FALSE,FALSE, ,ABC, ,N,Y, ,3849,1033,1989,224,26,FALSE,3,1,4,3,1,4,0.266697,0,0.583333,0.002527,0.000327,0.000541,-
meghankwelsh,2,16026911,Meghan K. Welsh,Fox News,Television Network News and Public Affairs,Radio_and_Television,Producer,F,White,-,Fox News Channel Producer / PBS NewsHour alum / Mizzou Journalism / Providence Friar Fanatic / DMB Lover / New England native,FALSE,FALSE,FALSE,http://foxnews.com,Fox, ,N,Y, ,2769,1017,1469,230,35,TRUE,2,5,7,2,9,11,0.285878,13.49247,0.433333,0.002938,0.000559,0.002908,-
Mike_Eckel,2,219189088,Mike Eckel,Voice of America,-,Radio_and_Television,Reporter,M,White,0,Committed Opponent of Quiet Desperation. Former Nigeria-With-Snow Correspondent. Enemy of the People. @rferl. On Signal & WhatsApp.,FALSE,TRUE,FALSE,http://mikeeckel.wordpress.com,Radio Free Europe/Radio Liberty, ,N,N,Radio,4682,1006,1197,1448,39,FALSE,1,5,6,36,40,76,0.284597,0,0.4,0.000172,0,0.00243,Can Be Message via signal: http://sgnl.link/1KpeYmF 
gobeckygo,2,160838628,Becky Perlow,ABC News,Television Network News and Public Affairs,Radio_and_Television,Reporter & Producer,F,White,-,"Charm City girl lost in the world; Reporter/Producer for @ABC News; Tips and tricks to becky.perlow@abc.com; RT‚â† endorsements, dummy.",FALSE,FALSE,FALSE, ,ABC, ,N,Y, ,5055,954,1740,201,43,FALSE,1,2,3,1,2,3,0.23304,1.601838,0.166667,0.000414,0.000099,0.000028,"Senate list says ""CNN."""
Geneva_Sands,2,16248209,Geneva Sands,Univision,-,Radio_and_Television,Justice and Homeland Security Reporter ,F,Latino,Formerly at this is fusion (univision) ,Covering Justice & Homeland Security for @ABC from my favorite city. Formerly @thisisfusion,FALSE,FALSE,FALSE,http://abcnews.go.com/,ABC, ,N,Y, ,3736,944,561,339,50,TRUE,5,7,12,5,12,17,0.298904,587.949439,0.236364,0.002672,0.000478,0.001864,0
markgjudge,2,328457819,Mark Judge,CNSNews.com,Television Network News and Public Affairs,Radio_and_Television,-,M,White,-,"Writer for the Acculturated, author of A Tremor of Bliss, filmmaker. From the Church to cheesecake and back.",FALSE,FALSE,FALSE,https://www.facebook.com/markgjudge,NAN, , , , ,11619,944,259,265,38,FALSE,2,7,9,2,72,74,0.3125,169.586999,0.5,0.006599,0.001443,0.004436,-
RochelleFox46,2,245873194,Rochelle Metzger,Fox Business Network,Newspapers,Radio_and_Television,#N/A,F,#N/A,#N/A,Investigator. Truth Seeker. Storyteller. Anchor/Reporter on #GoodDayCharlotte for @FOX46News. @UMDKappaDelta üê¢ Go Terps! https://t.co/bYmiHyqFyU üé§üé•üïµüèª‚Äç‚ôÄÔ∏è,FALSE,FALSE,FALSE,http://Instagram.com/rochellereports/,Fox-L, ,N,Y, ,7886,941,834,842,51,FALSE,1,4,5,2,5,7,0.259358,0,0.333333,0.000172,0,0.001263,#N/A
LaurettaBrown6,2,2385642348,Lauretta Brown,TownHall,Digital,Radio_and_Television,Editorial Coordinator,F,White,-,"Managing Web Editor @townhallcom. Bookworm, Luke 1:46-55. Opinions are my own.",FALSE,FALSE,FALSE,https://townhall.com/tipsheet/laurettabrown,Townhall.com, ,N,N, ,1202,929,556,749,18,FALSE,3,5,8,5,9,14,0.262406,0.166667,0.65,0.000666,0.000396,0.001337,"Senate list says ""CNSNews.com."""
